CustomerID,Age,Gender,OwnHome,Married,Location,Salary,Children,History,Catalogs,AmountSpent,SalaryBand,SpendingBand
85,Middle,Male,Own,Married,Close,127000,0,None,12,1821,120k+,"1,000-1,999"
86,Middle,Male,Rent,Single,Close,47200,0,Medium,18,1587,30k-60k,"1,000-1,999"
87,Middle,Female,Own,Single,Close,48700,2,Low,12,528,30k-60k,500-999
88,Young,Male,Rent,Single,Far,20400,0,Medium,18,867,Under 30k,500-999
89,Middle,Male,Rent,Single,Close,39000,0,None,6,643,30k-60k,500-999
90,Young,Female,Rent,Single,Close,12900,1,Low,6,107,Under 30k,Under 500
91,Middle,Female,Rent,Married,Far,67300,1,High,18,1513,60k-90k,"1,000-1,999"
92,Old,Male,Own,Married,Close,134500,0,High,24,4558,120k+,"4,000+"
93,Old,Male,Own,Married,Close,75500,0,High,6,741,60k-90k,500-999
94,Old,Female,Own,Married,Far,33600,2,Medium,12,805,30k-60k,500-999
95,Young,Female,Rent,Single,Close,16300,1,None,12,470,Under 30k,Under 500
96,Young,Male,Rent,Married,Close,27400,1,Low,6,278,Under 30k,Under 500
97,Middle,Female,Own,Married,Close,110400,3,Low,24,1093,90k-120k,"1,000-1,999"
98,Young,Female,Rent,Single,Far,21100,1,Low,6,470,Under 30k,Under 500
99,Middle,Male,Own,Married,Close,81200,0,High,24,1856,60k-90k,"1,000-1,999"
100,Middle,Male,Rent,Married,Far,87100,2,High,18,1688,60k-90k,"1,000-1,999"
101,Young,Female,Rent,Single,Far,21700,3,None,24,708,Under 30k,500-999
102,Middle,Female,Rent,Single,Close,42200,0,None,18,1753,30k-60k,"1,000-1,999"
103,Middle,Male,Rent,Single,Far,59000,0,High,24,3044,30k-60k,"2,000-3,999"
104,Middle,Female,Own,Single,Close,52700,2,Low,18,855,30k-60k,500-999
105,Young,Male,Own,Single,Close,20900,0,Low,24,550,Under 30k,500-999
106,Middle,Male,Own,Married,Far,90700,3,High,24,2265,90k-120k,"2,000-3,999"
107,Old,Female,Own,Married,Far,91800,0,None,24,2452,90k-120k,"2,000-3,999"
108,Young,Female,Own,Single,Far,27900,0,Medium,18,1184,Under 30k,"1,000-1,999"
109,Old,Female,Own,Married,Close,70700,0,High,24,2150,60k-90k,"2,000-3,999"
110,Middle,Male,Own,Married,Close,79600,2,None,6,1575,60k-90k,"1,000-1,999"
111,Middle,Male,Rent,Married,Close,96400,1,High,24,1822,90k-120k,"1,000-1,999"
112,Middle,Female,Own,Single,Close,46600,2,None,18,1153,30k-60k,"1,000-1,999"
113,Old,Male,Own,Married,Close,106600,0,High,12,1877,90k-120k,"1,000-1,999"
114,Middle,Female,Rent,Married,Close,104900,3,Low,6,450,90k-120k,Under 500
115,Old,Male,Rent,Single,Close,56300,0,Medium,6,873,30k-60k,500-999
116,Young,Female,Rent,Single,Close,14800,1,Low,6,209,Under 30k,Under 500
117,Old,Male,Own,Married,Close,58300,0,Medium,24,1472,30k-60k,"1,000-1,999"
118,Middle,Male,Own,Single,Far,70200,0,High,12,1702,60k-90k,"1,000-1,999"
119,Old,Male,Own,Married,Far,59700,0,High,18,1857,30k-60k,"1,000-1,999"
120,Young,Male,Rent,Single,Close,25800,0,None,6,451,Under 30k,Under 500
121,Young,Female,Rent,Single,Close,12000,0,Low,24,344,Under 30k,Under 500
122,Middle,Male,Rent,Single,Far,51900,0,High,18,1492,30k-60k,"1,000-1,999"
123,Middle,Female,Own,Single,Far,66800,3,None,24,2098,60k-90k,"2,000-3,999"
124,Middle,Male,Own,Married,Close,105300,1,None,18,3505,90k-120k,"2,000-3,999"
125,Young,Female,Rent,Single,Far,13800,3,Low,6,127,Under 30k,Under 500
126,Young,Male,Rent,Single,Close,14800,3,None,12,436,Under 30k,Under 500
127,Middle,Female,Own,Married,Far,44200,0,High,24,2524,30k-60k,"2,000-3,999"
128,Young,Male,Rent,Single,Close,10400,0,None,18,189,Under 30k,Under 500
129,Middle,Female,Own,Single,Close,35200,0,Medium,12,607,30k-60k,500-999
130,Young,Female,Rent,Single,Far,16100,0,None,6,202,Under 30k,Under 500
131,Middle,Male,Own,Married,Close,113000,2,Medium,18,1554,90k-120k,"1,000-1,999"
132,Middle,Male,Own,Married,Close,63300,2,None,6,633,60k-90k,500-999
133,Young,Male,Rent,Single,Close,19100,0,None,6,176,Under 30k,Under 500
134,Middle,Female,Own,Married,Close,93400,2,None,24,3079,90k-120k,"2,000-3,999"
135,Old,Female,Rent,Married,Far,52500,0,High,24,2038,30k-60k,"2,000-3,999"
136,Middle,Female,Rent,Married,Far,45400,3,Medium,24,1203,30k-60k,"1,000-1,999"
137,Young,Female,Own,Single,Far,21400,3,None,6,326,Under 30k,Under 500
138,Middle,Female,Own,Single,Close,53700,3,Low,12,235,30k-60k,Under 500
139,Young,Female,Own,Married,Far,68000,0,High,24,3688,60k-90k,"2,000-3,999"
140,Young,Male,Rent,Single,Close,17400,0,None,12,332,Under 30k,Under 500
141,Young,Female,Rent,Single,Close,14600,1,Low,6,143,Under 30k,Under 500
142,Old,Female,Own,Married,Far,100100,0,High,12,3104,90k-120k,"2,000-3,999"
143,Middle,Male,Own,Married,Far,103700,1,High,24,2339,90k-120k,"2,000-3,999"
144,Young,Female,Rent,Single,Far,10800,3,Low,6,123,Under 30k,Under 500
145,Middle,Female,Own,Married,Close,81700,3,Low,24,879,60k-90k,500-999
146,Old,Female,Rent,Single,Close,21400,0,Low,18,498,Under 30k,Under 500
147,Old,Female,Own,Married,Close,114800,0,High,18,3596,90k-120k,"2,000-3,999"
148,Old,Female,Own,Married,Far,67900,0,High,24,2925,60k-90k,"2,000-3,999"
149,Middle,Male,Own,Married,Close,53700,1,None,12,1081,30k-60k,"1,000-1,999"
150,Young,Female,Rent,Single,Far,11400,3,None,12,312,Under 30k,Under 500
151,Young,Male,Rent,Married,Close,34300,3,None,12,1297,30k-60k,"1,000-1,999"
152,Young,Female,Rent,Single,Close,16400,1,Low,12,218,Under 30k,Under 500
153,Middle,Female,Own,Married,Far,109800,0,High,18,4279,90k-120k,"4,000+"
154,Middle,Male,Own,Single,Close,64200,0,High,18,1642,60k-90k,"1,000-1,999"
155,Young,Male,Rent,Single,Close,17000,0,None,18,581,Under 30k,500-999
156,Middle,Female,Rent,Single,Close,41400,3,Low,6,223,30k-60k,Under 500
157,Middle,Female,Own,Single,Close,49100,2,Low,6,474,30k-60k,Under 500
158,Old,Female,Own,Single,Far,42600,0,High,24,1790,30k-60k,"1,000-1,999"
159,Young,Female,Rent,Single,Close,11900,1,Low,6,143,Under 30k,Under 500
160,Middle,Male,Own,Married,Far,113600,2,High,18,3237,90k-120k,"2,000-3,999"
161,Middle,Male,Own,Single,Close,52900,1,None,24,2316,30k-60k,"2,000-3,999"
162,Young,Female,Rent,Single,Close,14300,1,None,18,458,Under 30k,Under 500
163,Young,Male,Rent,Single,Close,21000,0,Low,24,646,Under 30k,500-999
164,Middle,Male,Own,Single,Far,59600,2,Medium,18,1217,30k-60k,"1,000-1,999"
165,Middle,Female,Rent,Single,Close,39700,3,Low,12,238,30k-60k,Under 500
166,Old,Male,Own,Married,Close,51200,0,Medium,12,1293,30k-60k,"1,000-1,999"
167,Middle,Female,Own,Married,Close,88200,0,None,24,2749,60k-90k,"2,000-3,999"
168,Middle,Male,Own,Married,Far,122100,0,High,12,2408,120k+,"2,000-3,999"
169,Old,Female,Rent,Married,Close,84800,0,High,18,2624,60k-90k,"2,000-3,999"
170,Middle,Male,Own,Married,Far,140000,0,High,12,4894,120k+,"4,000+"
171,Old,Female,Own,Single,Close,28500,0,Low,24,621,Under 30k,500-999
172,Middle,Male,Rent,Single,Close,60300,0,High,6,701,60k-90k,500-999
173,Young,Female,Rent,Married,Far,51900,0,None,6,780,30k-60k,500-999
174,Middle,Male,Own,Single,Close,60200,0,Medium,12,1365,60k-90k,"1,000-1,999"
175,Middle,Male,Own,Married,Far,81200,0,High,12,2693,60k-90k,"2,000-3,999"
176,Old,Male,Own,Married,Close,73100,0,High,6,1582,60k-90k,"1,000-1,999"
177,Old,Male,Own,Single,Close,45700,0,Medium,18,724,30k-60k,500-999
178,Old,Female,Rent,Single,Close,28900,0,Low,12,830,Under 30k,500-999
179,Young,Female,Rent,Married,Close,60100,0,None,18,1594,60k-90k,"1,000-1,999"
180,Middle,Female,Own,Married,Close,84800,1,None,12,1826,60k-90k,"1,000-1,999"
181,Old,Female,Own,Married,Close,35000,0,Medium,6,473,30k-60k,Under 500
182,Young,Female,Rent,Married,Close,61700,0,None,12,1161,60k-90k,"1,000-1,999"
183,Old,Female,Rent,Married,Close,46900,0,Medium,6,703,30k-60k,500-999
184,Middle,Female,Own,Married,Close,123600,1,None,12,1892,120k+,"1,000-1,999"
185,Young,Male,Rent,Married,Close,45800,0,Medium,6,489,30k-60k,Under 500
186,Middle,Male,Own,Married,Far,77800,1,High,18,1813,60k-90k,"1,000-1,999"
187,Middle,Female,Own,Single,Close,48700,1,None,12,1457,30k-60k,"1,000-1,999"
188,Middle,Female,Rent,Single,Far,39000,3,Low,6,292,30k-60k,Under 500
189,Young,Female,Rent,Married,Close,40000,0,None,6,613,30k-60k,500-999
190,Middle,Female,Rent,Married,Close,118300,1,None,18,2681,90k-120k,"2,000-3,999"
191,Young,Female,Own,Single,Close,27100,2,Low,24,437,Under 30k,Under 500
192,Middle,Female,Rent,Married,Close,91000,2,Medium,6,708,90k-120k,500-999
193,Middle,Female,Own,Married,Close,35300,0,Medium,24,1093,30k-60k,"1,000-1,999"
194,Young,Female,Rent,Single,Far,10200,2,Low,18,213,Under 30k,Under 500
195,Young,Female,Rent,Single,Close,12500,1,Low,6,202,Under 30k,Under 500
196,Old,Female,Own,Single,Close,64600,0,None,6,1298,60k-90k,"1,000-1,999"
197,Middle,Male,Own,Married,Far,113800,0,None,12,3273,90k-120k,"2,000-3,999"
198,Middle,Male,Own,Married,Far,113400,3,High,18,1790,90k-120k,"1,000-1,999"
199,Young,Female,Rent,Single,Close,16900,1,Low,6,247,Under 30k,Under 500
200,Young,Female,Rent,Single,Close,13600,1,Low,6,183,Under 30k,Under 500
201,Middle,Male,Own,Married,Far,100100,1,High,24,3491,90k-120k,"2,000-3,999"
202,Old,Female,Own,Married,Far,80000,0,High,6,1985,60k-90k,"1,000-1,999"
203,Middle,Male,Own,Married,Close,83900,0,High,24,1721,60k-90k,"1,000-1,999"
204,Middle,Male,Own,Married,Close,77000,0,High,12,2104,60k-90k,"2,000-3,999"
205,Middle,Female,Rent,Married,Close,72900,3,Low,6,252,60k-90k,Under 500
206,Young,Male,Rent,Married,Close,80700,3,Low,6,202,60k-90k,Under 500
207,Young,Female,Rent,Married,Close,40900,1,Medium,18,962,30k-60k,500-999
208,Young,Female,Rent,Single,Close,26700,1,None,12,459,Under 30k,Under 500
209,Middle,Male,Own,Married,Close,54700,0,Medium,18,848,30k-60k,500-999
210,Old,Female,Rent,Married,Close,23600,1,Low,6,161,Under 30k,Under 500
211,Middle,Male,Rent,Single,Far,56900,0,High,24,1857,30k-60k,"1,000-1,999"
212,Middle,Male,Own,Single,Far,68700,1,None,24,1699,60k-90k,"1,000-1,999"
213,Young,Female,Rent,Single,Close,19300,1,Low,24,308,Under 30k,Under 500
214,Young,Male,Rent,Married,Far,20200,1,Low,24,500,Under 30k,500-999
215,Middle,Female,Rent,Married,Far,61500,3,Medium,24,1162,60k-90k,"1,000-1,999"
216,Middle,Female,Own,Married,Far,101700,1,None,24,2551,90k-120k,"2,000-3,999"
217,Middle,Female,Rent,Married,Far,120800,1,High,24,5830,120k+,"4,000+"
218,Young,Female,Rent,Single,Far,17300,1,Low,18,381,Under 30k,Under 500
219,Young,Female,Rent,Married,Close,42300,0,None,6,856,30k-60k,500-999
220,Middle,Male,Rent,Single,Close,53300,0,Medium,18,1720,30k-60k,"1,000-1,999"
221,Middle,Female,Rent,Single,Close,42800,0,Medium,12,759,30k-60k,500-999
222,Middle,Male,Own,Married,Close,98400,0,High,18,3305,90k-120k,"2,000-3,999"
223,Middle,Female,Own,Single,Close,51200,0,Medium,18,1257,30k-60k,"1,000-1,999"
224,Old,Male,Own,Single,Close,62200,0,None,12,1583,60k-90k,"1,000-1,999"
225,Middle,Male,Own,Married,Close,109200,3,Low,24,1102,90k-120k,"1,000-1,999"
226,Young,Female,Rent,Single,Close,11400,2,None,6,186,Under 30k,Under 500
227,Young,Female,Rent,Single,Close,14000,0,Low,12,229,Under 30k,Under 500
228,Old,Female,Rent,Married,Close,97000,0,None,24,2599,90k-120k,"2,000-3,999"
229,Young,Female,Own,Single,Far,29600,3,None,12,774,Under 30k,500-999
230,Old,Male,Own,Married,Close,71200,1,Medium,12,638,60k-90k,500-999
231,Old,Female,Rent,Single,Far,15000,0,Low,12,378,Under 30k,Under 500
232,Middle,Male,Rent,Married,Far,64000,1,None,6,1552,60k-90k,"1,000-1,999"
233,Old,Male,Own,Married,Far,33000,0,Medium,12,979,30k-60k,500-999
234,Old,Female,Own,Married,Close,74400,0,High,18,2479,60k-90k,"2,000-3,999"
235,Young,Male,Rent,Single,Far,20300,2,Low,24,450,Under 30k,Under 500
236,Middle,Male,Rent,Married,Close,68700,0,High,24,2763,60k-90k,"2,000-3,999"
237,Young,Male,Rent,Married,Far,53600,3,Medium,24,1560,30k-60k,"1,000-1,999"
238,Old,Female,Own,Single,Close,33200,0,Medium,24,1037,30k-60k,"1,000-1,999"
239,Young,Female,Own,Married,Far,70900,0,None,6,690,60k-90k,500-999
240,Young,Female,Rent,Single,Close,23200,3,None,24,770,Under 30k,500-999
241,Young,Male,Own,Single,Close,41400,0,Medium,18,643,30k-60k,500-999
242,Young,Female,Rent,Married,Close,63200,0,High,24,1512,60k-90k,"1,000-1,999"
243,Old,Male,Own,Married,Close,107400,0,High,12,1485,90k-120k,"1,000-1,999"
244,Young,Male,Rent,Single,Far,13900,0,None,24,570,Under 30k,500-999
245,Middle,Female,Rent,Married,Close,79900,1,Medium,18,1165,60k-90k,"1,000-1,999"
246,Middle,Male,Own,Married,Far,120000,3,High,18,1926,120k+,"1,000-1,999"
247,Old,Male,Rent,Married,Far,66300,0,None,18,2243,60k-90k,"2,000-3,999"
248,Middle,Female,Own,Single,Close,54400,3,Low,18,342,30k-60k,Under 500
249,Middle,Male,Own,Married,Close,84200,0,High,24,1654,60k-90k,"1,000-1,999"
250,Young,Female,Rent,Married,Close,13800,0,Low,18,363,Under 30k,Under 500
251,Young,Female,Rent,Single,Far,14500,1,Low,6,222,Under 30k,Under 500
252,Young,Male,Rent,Single,Close,21300,0,Low,24,677,Under 30k,500-999
253,Old,Male,Rent,Single,Close,29000,0,Low,6,482,Under 30k,Under 500
254,Old,Female,Rent,Single,Close,14600,1,Low,24,385,Under 30k,Under 500
255,Old,Male,Own,Single,Close,65300,0,High,18,1443,60k-90k,"1,000-1,999"
256,Middle,Female,Own,Married,Close,100800,1,High,24,1789,90k-120k,"1,000-1,999"
257,Young,Female,Rent,Single,Far,19800,1,Low,24,991,Under 30k,500-999
258,Middle,Male,Own,Single,Close,56700,2,Low,18,536,30k-60k,500-999
259,Old,Male,Rent,Married,Close,90200,0,High,18,2183,90k-120k,"2,000-3,999"
260,Young,Male,Rent,Single,Close,26100,1,None,6,494,Under 30k,Under 500
261,Young,Female,Rent,Single,Close,15900,0,Low,18,503,Under 30k,500-999
262,Young,Female,Rent,Single,Close,12700,3,Low,12,87,Under 30k,Under 500
263,Middle,Male,Rent,Single,Close,43200,0,None,24,917,30k-60k,500-999
264,Middle,Female,Rent,Married,Close,114100,1,None,24,1976,90k-120k,"1,000-1,999"
265,Middle,Male,Own,Married,Close,96100,3,Low,12,316,90k-120k,Under 500
266,Middle,Male,Own,Married,Close,97200,0,None,12,1634,90k-120k,"1,000-1,999"
267,Middle,Male,Own,Married,Far,82400,2,High,24,2035,60k-90k,"2,000-3,999"
268,Old,Male,Own,Single,Far,62000,0,High,24,3293,60k-90k,"2,000-3,999"
269,Young,Female,Rent,Single,Close,13400,1,Low,12,143,Under 30k,Under 500
270,Middle,Male,Own,Married,Close,108200,3,Low,12,635,90k-120k,500-999
271,Young,Female,Own,Married,Close,76200,0,High,12,979,60k-90k,500-999
272,Middle,Male,Rent,Married,Close,81800,1,High,18,1838,60k-90k,"1,000-1,999"
273,Young,Female,Rent,Single,Far,12000,0,Low,6,264,Under 30k,Under 500
274,Middle,Male,Own,Married,Close,76100,0,None,6,719,60k-90k,500-999
275,Middle,Male,Own,Married,Close,82100,1,High,18,1308,60k-90k,"1,000-1,999"
276,Old,Female,Own,Married,Close,103300,0,High,24,3378,90k-120k,"2,000-3,999"
277,Young,Male,Rent,Single,Close,14200,1,None,24,400,Under 30k,Under 500
278,Middle,Female,Own,Single,Far,47500,0,High,6,847,30k-60k,500-999
279,Young,Female,Rent,Single,Close,31300,1,Low,6,357,30k-60k,Under 500
280,Young,Female,Rent,Married,Far,32700,1,None,18,1276,30k-60k,"1,000-1,999"
281,Middle,Male,Own,Married,Close,72200,0,High,24,2492,60k-90k,"2,000-3,999"
282,Middle,Female,Own,Married,Close,107600,2,Medium,12,1512,90k-120k,"1,000-1,999"
283,Middle,Male,Own,Married,Close,109900,2,Medium,12,870,90k-120k,500-999
284,Middle,Female,Own,Married,Close,65400,2,Medium,24,938,60k-90k,500-999
285,Old,Female,Own,Single,Close,43300,0,None,12,1584,30k-60k,"1,000-1,999"
286,Old,Female,Own,Single,Close,51900,0,Medium,12,1148,30k-60k,"1,000-1,999"
287,Middle,Female,Own,Married,Far,80600,0,High,24,2840,60k-90k,"2,000-3,999"
288,Middle,Female,Rent,Single,Close,42700,0,Medium,12,827,30k-60k,500-999
289,Young,Male,Rent,Single,Far,19000,0,None,12,428,Under 30k,Under 500
290,Young,Female,Rent,Single,Close,14500,1,Low,6,183,Under 30k,Under 500
291,Middle,Female,Own,Married,Close,68200,1,None,6,818,60k-90k,500-999
292,Young,Male,Rent,Married,Close,36700,0,Medium,12,731,30k-60k,500-999
293,Old,Male,Own,Married,Far,54600,0,High,24,2163,30k-60k,"2,000-3,999"
294,Middle,Male,Own,Married,Close,65900,1,Medium,12,1081,60k-90k,"1,000-1,999"
295,Young,Male,Own,Single,Far,39600,0,None,12,1085,30k-60k,"1,000-1,999"
296,Young,Male,Rent,Married,Far,67300,3,None,6,1212,60k-90k,"1,000-1,999"
297,Middle,Male,Own,Single,Close,59700,1,None,18,1422,30k-60k,"1,000-1,999"
298,Middle,Female,Own,Married,Far,102800,2,High,18,2238,90k-120k,"2,000-3,999"
299,Middle,Female,Rent,Single,Close,34700,0,None,18,1615,30k-60k,"1,000-1,999"
300,Middle,Male,Own,Single,Close,50600,3,None,6,713,30k-60k,500-999
301,Middle,Male,Rent,Married,Close,106700,2,Medium,6,607,90k-120k,500-999
302,Middle,Male,Rent,Single,Close,53900,1,Medium,6,735,30k-60k,500-999
303,Young,Female,Rent,Married,Close,25500,2,Low,6,139,Under 30k,Under 500
304,Young,Male,Rent,Married,Far,46300,1,Medium,18,1357,30k-60k,"1,000-1,999"
305,Old,Male,Own,Married,Close,55500,0,Medium,18,858,30k-60k,500-999
306,Young,Female,Own,Single,Close,27800,3,None,12,408,Under 30k,Under 500
307,Middle,Male,Own,Married,Close,118600,1,None,12,1553,90k-120k,"1,000-1,999"
308,Middle,Female,Own,Married,Close,130700,3,None,6,2070,120k+,"2,000-3,999"
309,Old,Male,Rent,Single,Close,42800,0,Medium,12,922,30k-60k,500-999
310,Middle,Female,Own,Married,Far,118300,1,High,12,2502,90k-120k,"2,000-3,999"
311,Young,Female,Rent,Single,Far,25600,2,None,18,426,Under 30k,Under 500
312,Middle,Male,Rent,Married,Close,63500,2,None,24,2321,60k-90k,"2,000-3,999"
313,Old,Female,Own,Single,Close,30900,0,Medium,18,862,30k-60k,500-999
314,Middle,Male,Own,Single,Close,55900,1,None,24,2555,30k-60k,"2,000-3,999"
315,Middle,Male,Own,Single,Far,53900,0,None,12,1186,30k-60k,"1,000-1,999"
316,Old,Male,Own,Married,Close,84300,0,High,24,2842,60k-90k,"2,000-3,999"
317,Old,Male,Own,Single,Close,53400,1,Medium,12,886,30k-60k,500-999
318,Middle,Male,Own,Married,Close,96900,1,High,12,1420,90k-120k,"1,000-1,999"
319,Middle,Male,Rent,Single,Far,55800,1,None,6,821,30k-60k,500-999
320,Young,Female,Rent,Married,Close,25900,1,Low,6,242,Under 30k,Under 500
321,Young,Female,Rent,Single,Close,22000,1,Low,12,472,Under 30k,Under 500
